,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
2076,Janice I didn’t even know you were pregnant! Who’s the unwitting human who’s essence you’ve stolen?,Chandler,surprise,351,3,180,11,8,24,"00:03:07,258","00:03:13,473"
2078,What?!,Chandler,surprise,351,5,180,13,8,24,"00:03:20,146","00:03:21,397"
2080,That’s funny. Does it-does it hurt? Does the labor hurt?,Chandler,fear,351,7,180,15,8,24,"00:03:28,905","00:03:31,699"
2081,Chandler Bing!,Janice,surprise,352,0,180,7,8,24,"00:02:46,904","00:02:50,908"
2082,Janice,Joey,surprise,352,1,180,8,8,24,"00:02:51,075","00:02:52,076"
2083,Janice,Joey,surprise,353,0,180,8,8,24,"00:02:51,075","00:02:52,076"
2087,"Man, I’m starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",Joey,anger,355,0,181,0,7,12,"00:14:20,109","00:14:27,615"
2090,Yeah? Really? No one’s home?,Joey,surprise,355,3,181,3,7,12,"00:14:41,088","00:14:42,964"
2093,I just saw Danny getting on the subway with a girl and he had his arm around her.,Rachel,sadness,356,1,182,1,5,10,"00:06:57,834","00:07:02,921"
2094,"Oh, honey, I'm sorry.",Monica,sadness,356,2,182,2,5,10,"00:07:03,089","00:07:04,506"
2095,"Well, you should be, this is all your fault! You meddled in our relationship!!",Rachel,anger,356,3,182,3,5,10,"00:07:04,757","00:07:11,596"
2096,You had no relationship!!,Monica,anger,356,4,182,4,5,10,"00:07:11,764","00:07:13,598"
2097,"No, but I was doing my thing and everything was going according to the plan!",Rachel,anger,356,5,182,5,5,10,"00:07:13,766","00:07:18,603"
2098,"Oh God, stop with the plan!",Monica,anger,356,6,182,6,5,10,"00:07:18,771","00:07:22,149"
2100,Who cares?!,Monica,anger,356,8,182,8,5,10,"0:07:25,611","0:07:27,363"
2101,That doesn't mean anything!,Monica,anger,356,9,182,9,5,10,"0:07:27,363","0:07:27,585"
2109,Phoebe!,Duncan,surprise,357,1,183,1,2,4,"0:09:54,343","0:09:55,315"
2135,"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",Rachel,sadness,359,3,184,6,9,20,"00:05:59,138","00:06:03,351"
2138,Stupid Jane Rogers!!,Joey,anger,359,6,184,10,9,20,"00:06:17,281","00:06:19,575"
2139,You are having a party tonight??,Rachel,surprise,359,7,184,11,9,20,"00:06:20,576","00:06:22,578"
2141,And you weren't going to tell us? How did you think you were    gonna get away with that?,Rachel,anger,359,9,184,13,9,20,"00:06:26,457","00:06:32,421"
2143,You do that every year??,Rachel,surprise,359,11,184,15,9,20,"00:06:34,048","00:06:36,092"
2144,I didn't have to tell you that!! I'm stupider than Jane Rogers!!,Joey,anger,359,12,184,16,9,20,"00:06:36,259","00:06:41,472"
2145,"Oh, that's why you got these tickets to that play, to get rid    of us??",Rachel,anger,359,13,184,17,9,20,"00:06:42,473","00:06:45,685"
2147,And last year is that why you sent us to that medieval times    restaurant?,Rachel,anger,359,15,184,19,9,20,"00:06:47,103","00:06:50,565"
2149,"OH! And the year before that, when you set up that nighttime    tour of that button factory?",Rachel,anger,359,17,184,21,9,20,"00:06:52,817","00:06:57,446"
2153,Stupid Jane Rogers!!,Joey,anger,361,1,184,10,9,20,"00:06:17,281","00:06:19,575"
2154,Who's this from?,Rachel,surprise,362,0,185,0,1,24,"0:08:26,547","0:08:27,319"
2156,Oh...  Oh my God. He remembered.,Rachel,surprise,362,2,185,2,1,24,"00:08:34,805","00:08:38,892"
2157,It was like months ago.,Rachel,surprise,362,3,185,4,1,24,"00:08:40,520","00:08:42,229"
2158,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",Rachel,sadness,362,4,185,5,1,24,"00:08:42,438","00:08:49,819"
2159,Oh!,Rachel,surprise,362,5,185,6,1,24,"00:08:50,029","00:08:51,029"
2160,I can't believe he remembered!,Rachel,surprise,362,6,185,7,1,24,"00:08:50,029","00:08:53,365"
2162,What did you just say?,Rachel,surprise,362,8,185,11,1,24,"00:09:14,887","00:09:16,555"
2163,F-hah.... flennin....,Chandler,fear,362,9,185,12,1,24,"00:09:41,247","00:09:42,998"
2164,Oh.... my God.,Rachel,surprise,362,10,185,13,1,24,"00:09:46,377","00:09:49,379"
2165,Oh...  Oh my God. He remembered.,Rachel,surprise,363,0,185,2,1,24,"00:08:34,805","00:08:38,892"
2167,It was like months ago.,Rachel,surprise,363,2,185,4,1,24,"00:08:40,520","00:08:42,229"
2168,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",Rachel,sadness,363,3,185,5,1,24,"00:08:42,438","00:08:49,819"
2169,Oh!,Rachel,surprise,363,4,185,6,1,24,"00:08:50,029","00:08:51,029"
2170,I can't believe he remembered!,Rachel,surprise,363,5,185,7,1,24,"00:08:50,029","00:08:53,365"
2171,"Oh, it's so pretty. This must have cost him a fortune.",Phoebe,surprise,363,6,185,8,1,24,"00:09:01,290","00:09:07,420"
2172,"Oh, it's so pretty. This must have cost him a fortune.",Phoebe,surprise,364,0,185,8,1,24,"00:09:01,290","00:09:07,420"
2173,I can't believe he did this.,Monica,surprise,364,1,185,9,1,24,"00:09:04,460","00:09:07,420"
2174,I can't believe he did this.,Monica,surprise,365,0,185,9,1,24,"00:09:04,460","00:09:07,420"
2181,Okay.  Oh! Oh no.,Phoebe,surprise,366,5,186,5,5,21,"00:20:15,797","00:20:19,425"
2182,"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",Rachel,sadness,367,0,187,0,3,24,"00:08:18,664","00:08:23,293"
2183,Um-hmm. Oh wait! This is Bonnie.,Phoebe,surprise,367,1,187,1,3,24,"00:08:24,170","00:08:27,214"
2186,Um-hmm. Oh wait! This is Bonnie.,Phoebe,surprise,368,0,187,1,3,24,"00:08:24,170","00:08:27,214"
2191,This is Bonnie?  This is Bonnie?  You’re Bonnie?,Rachel,surprise,369,1,187,3,3,24,"00:08:29,509","00:08:30,675"
2193,"Oh no, I’m sorry, you look a lot different from the last time I-I saw you.",Rachel,surprise,369,3,187,5,3,24,"00:08:36,224","00:08:40,268"
2198,"No you do—y'know what, you’re not gonna suck me into this.",Ross,anger,370,2,188,3,4,2,"00:09:40,997","00:09:47,836"
2199,"Oh sure I am, because you always have to be right.",Rachel,anger,370,3,188,4,4,2,"00:09:48,004","00:09:52,173"
2200,"I do not always have to be—okay, okay.",Ross,anger,370,4,188,5,4,2,"00:09:52,341","00:09:54,467"
2202,"I'm telling you, something's wrong! My brother does not stay out all night.",Monica,fear,371,0,189,0,5,12,"00:09:12,760","00:09:15,887"
2211,"Ohh, out, oh God, I don't know why we didn't think to check there!",Rachel,anger,374,2,189,8,5,12,"00:09:37,743","00:09:42,289"
2214,Oh my God!  Where the hell have you been?!!,Monica,anger,375,1,189,6,5,12,"00:09:30,528","00:09:34,447"
2215,Oh my God!  Where the hell have you been?!!,Monica,anger,376,0,189,6,5,12,"00:09:30,528","00:09:34,447"
2218,"Ohh, out, oh God, I don't know why we didn't think to check there!",Rachel,anger,377,1,189,8,5,12,"00:09:37,743","00:09:42,289"
2222,He hooked up! He hooked up with someone.,Joey,surprise,379,1,189,12,5,12,"00:09:55,845","00:10:00,390"
2223,"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!",Ross,anger,379,2,189,13,5,12,"00:10:00,600","00:10:05,353"
2240,Hey! Hey! Be careful around my Porsche!,Joey,anger,386,0,191,0,6,5,"00:21:19,653","00:21:23,489"
2247,"Well, the old lady died.",Ross,sadness,387,0,192,0,8,7,"0:21:21,905","0:21:24,387"
2252,Ewww. Yeah. Umm. I think I’m gonna stay here.,Rachel,disgust,387,5,192,5,8,7,"00:21:35,919","00:21:41,966"
2253,Ewww. Yeah. Umm. I think I’m gonna stay here.,Rachel,disgust,388,0,192,5,8,7,"00:21:35,919","00:21:41,966"
2255,"Well, the old lady died.",Ross,sadness,389,0,192,0,8,7,"0:21:21,905","0:21:24,387"
2261,Ezels!!,Ross,disgust,389,6,192,7,8,7,"00:21:47,389","00:21:48,973"
2267,What? Why not? You could make a ton of money.,Leslie,surprise,390,5,193,5,3,14,"00:14:05,511","00:14:07,178"
2275,You freak.,Rachel,disgust,392,3,195,3,3,5,"00:18:42,538","00:18:44,956"
2278,"Oh-oh, you lie.",Rachel,disgust,392,6,195,11,3,5,"00:19:12,276","00:19:15,069"
2281,"Yeah, well missy, you better be glad that list is laminated.",Ross,anger,392,9,195,14,3,5,"00:19:23,245","00:19:28,749"
2289,Are you serious?  Oh my God.,Monica,surprise,394,1,195,7,3,5,"00:18:59,555","00:19:02,140"
2290,Damn! I can’t believe I took her off my list.,Ross,anger,394,2,195,8,3,5,"00:19:02,307","00:19:05,893"
2296,You freak.,Rachel,disgust,395,3,195,3,3,5,"00:18:42,538","00:18:44,956"
2298,"Rach, are you really gonna let him do this?",Monica,surprise,395,5,195,18,3,5,"00:19:38,844","00:19:40,887"
2302,A-ha!!!,Monica,surprise,396,2,196,2,3,4,"00:22:06,000","00:22:06,866"
2304,Excuse me?,Joey's Hand Twin,surprise,397,1,197,1,5,24,"0:08:32,595","0:08:33,397"
2306,Do I know you?,Joey's Hand Twin,surprise,397,3,197,3,5,24,"00:08:35,014","00:08:37,307"
2316,Ross!,Phoebe,surprise,399,4,198,4,6,25,"00:13:22,176","00:13:24,511"
2319,"Rachel, we’re sorry for pushing those guys on you.",Phoebe,sadness,400,0,199,0,6,19,"00:20:44,618","00:20:47,245"
2323,"Oh my God, look! That’s Elizabeth!",Phoebe,surprise,400,4,199,9,6,19,"00:21:13,438","00:21:16,607"
2334,Hey!,Joey,surprise,402,4,199,6,6,19,"0:21:02,719","0:21:03,281"
2337,Hey!,Joey,surprise,403,0,199,6,6,19,"0:21:02,719","0:21:03,281"
2338,Hey!,All,surprise,403,1,199,7,6,19,"0:21:03,281","0:21:03,979"
2341,"Oh my God, look! That’s Elizabeth!",Phoebe,surprise,404,1,199,9,6,19,"00:21:13,438","00:21:16,607"
2343,No! He blew us off!,Joey,anger,405,1,200,1,6,23,"0:13:46,826","0:13:48,638"
2344,What?!,Ross,surprise,405,2,200,2,6,23,"0:13:48,744","0:13:49,166"
2345,I know!,Joey,surprise,405,3,200,3,6,23,"0:13:49,166","0:13:50,750"
2346,I can’t believe it.  Can I tell you something? I’m a little mad at him now.,Ross,anger,405,4,200,4,6,23,"00:13:50,871","00:13:57,919"
2347,Can I tell you something? Me too.,Joey,anger,405,5,200,5,6,23,"00:13:53,415","00:14:01,339"
2348,"Y’know what? He didn’t want to talk to us about being angry, well maybe we don’t talk to him",Ross,anger,405,6,200,6,6,23,"00:14:06,762","00:14:12,392"
2355,"Look, I…  Look, I’m having a great time with you and I just don’t want us to move to fast or put to much pressure on us.",Ross,fear,406,3,201,3,6,19,"00:10:12,403","00:10:26,916"
2356,"So, I’m sorry I just don’t think we should go away together yet.",Ross,sadness,406,4,201,4,6,19,"00:10:27,084","00:10:30,128"
2357,It’s-it’s too soon.,Ross,fear,406,5,201,5,6,19,"00:10:30,296","00:10:31,463"
2358,"Ross, I think you misunderstood what I was saying. I just wanted to tell you that I’m going to Florida for a couple weeks.",Elizabeth,surprise,406,6,201,6,6,19,"00:10:31,631","00:10:40,263"
2359,No. I think you misunderstood what,Ross,surprise,406,7,201,7,6,19,"00:10:44,268","00:10:50,482"
2368,Oh my God.,Monica,surprise,408,1,202,5,6,5,"00:17:17,786","00:17:18,870"
2369,But my apartment!,Monica,surprise,408,2,202,9,6,5,"0:17:27,588","0:17:31,634"
2374,"Phoebe, would you take a look at this mess!!!!",Chandler,anger,408,7,202,16,6,5,"00:17:49,485","00:17:51,903"
2375,Oh my God.,Monica,surprise,409,0,202,5,6,5,"00:17:17,786","00:17:18,870"
2377,"Phoebe, what, what happened here?!",Monica,surprise,409,2,202,7,6,5,"00:17:22,332","00:17:24,417"
2379,But my apartment!,Monica,surprise,409,4,202,9,6,5,"0:17:27,588","0:17:31,634"
2384,What?! It is?!,Ross,surprise,410,1,203,1,8,14,"00:06:28,440","00:06:30,660"
2385,What?! It is?!,Ross,surprise,411,0,203,1,8,14,"00:06:28,440","00:06:30,660"
2394,Waitressing?,Kiki,surprise,413,3,204,8,1,4,"00:07:56,476","00:07:58,143"
2399,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,sadness,413,8,204,13,1,4,"00:08:09,822","00:08:22,083"
2405,"What? Guys, I'm not.",Rachel,surprise,415,3,204,5,1,4,"00:07:46,674","00:07:47,799"
2412,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,sadness,415,10,204,13,1,4,"00:08:09,822","00:08:22,083"
2416,"Oh, my god.",Rachel,surprise,416,3,205,3,1,14,"00:22:21,006","00:22:22,256"
2417,"Oh, my god.",Rachel,surprise,417,0,205,3,1,14,"00:22:21,006","00:22:22,256"
2424,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",Ross,anger,420,1,206,1,1,23,"00:08:03,566","00:08:10,113"
2427,"I got it! Hey, you get to sleep with her, I get the cramps.",Ross,anger,420,4,206,7,1,23,"00:08:27,590","00:08:30,008"
2429,Why?,Ross,surprise,420,6,206,10,1,23,"00:08:32,803","00:08:33,803"
2430,He started it!,Susan,anger,420,7,206,11,1,23,"0:08:33,971","0:08:34,973"
2431,"No, you started it.",Ross,anger,420,8,206,12,1,23,"0:08:34,973","0:08:35,487"
2432,Thanks a lot.,Ross,anger,420,9,206,15,1,23,"0:08:45,107","0:08:45,983"
2433,See what you did.,Susan,anger,420,10,206,16,1,23,"0:08:45,983","0:08:46,669"
2435,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",Ross,anger,421,0,206,1,1,23,"00:08:03,566","00:08:10,113"
2437,"What? Whoa, whoa whoa whoa, what do you mean,",Ross,surprise,421,2,206,3,1,23,"00:08:12,950","00:08:16,703"
2438,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",Carol,anger,421,3,206,4,1,23,"00:08:22,335","00:08:25,212"
2440,"All right, that's it. I want both of you out.",Carol,anger,421,5,206,9,1,23,"00:08:31,511","00:08:33,803"
2441,Why?,Ross,surprise,421,6,206,10,1,23,"00:08:32,803","00:08:33,803"
2442,"No, you started it.",Ross,anger,421,7,206,12,1,23,"0:08:34,973","0:08:35,487"
2443,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",Carol,anger,421,8,206,13,1,23,"00:08:35,598","00:08:42,687"
2444,Now go!,Carol,anger,421,9,206,14,1,23,"00:08:39,227","00:08:42,687"
2445,Thanks a lot.,Ross,anger,421,10,206,15,1,23,"0:08:45,107","0:08:45,983"
2447,Out,Carol,anger,421,12,206,18,1,23,"0:08:47,694","0:08:49,225"
2449,"All right, that's it. I want both of you out.",Carol,anger,422,1,206,9,1,23,"00:08:31,511","00:08:33,803"
2450,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",Carol,anger,422,2,206,13,1,23,"00:08:35,598","00:08:42,687"
2451,Now go!,Carol,anger,422,3,206,14,1,23,"00:08:39,227","00:08:42,687"
2454,Oh my God! No wonder I get such great service at Cafe Maurice.,Monica,surprise,423,2,207,2,3,15,"00:14:28,534","00:14:33,872"
2460,"Oh, really.",Mischa,surprise,423,8,207,14,3,15,"00:15:32,389","00:15:33,890"
2461,Oh my God! No wonder I get such great service at Cafe Maurice.,Monica,surprise,424,0,207,2,3,15,"00:14:28,534","00:14:33,872"
2467,"Yeah but, Mischa is so interested in you, that Sergei and I haven’t been able to say two words to each other.",Phoebe,anger,424,6,207,17,3,15,"00:15:42,566","00:15:50,990"
2468,What do you want me to do? Just sit here silently while you three have a conversation?,Monica,anger,424,7,207,18,3,15,"00:15:47,821","00:15:50,990"
2480,"Oh, really.",Mischa,surprise,425,10,207,14,3,15,"00:15:32,389","00:15:33,890"
2482,so we finally get to the top of the mountain and airhead here  forgets the camera!,Danny,disgust,426,0,208,0,5,10,"00:15:09,575","00:15:15,496"
2485,When did that happen to you?!,Chandler,surprise,427,1,208,2,5,10,"00:15:19,960","00:15:22,670"
2487,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",Chandler,disgust,427,3,208,4,5,10,"00:15:29,595","00:15:33,056"
2488,"Yeah, wow, sorry Rach.",Joey,sadness,427,4,208,14,5,10,"0:16:14,723","0:16:16,350"
2489,I don't believe they're brother and sister.,Chandler,surprise,427,5,208,15,5,10,"0:16:16,350","0:16:17,992"
2490,They're brother and sister!!!,Joey,surprise,427,6,208,16,5,10,"0:16:17,992","0:16:18,186"
2491,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",Chandler,disgust,428,0,208,4,5,10,"00:15:29,595","00:15:33,056"
2496,"Oh, damn! I got it on my pants.",Danny,anger,429,1,208,6,5,10,"0:15:49,031","0:15:51,242"
2501,"Oh, great!",Rachel,surprise,430,1,208,10,5,10,"0:16:05,506","0:16:07,062"
2502,"Oh, great!",Rachel,surprise,431,0,208,10,5,10,"0:16:05,506","0:16:07,062"
2505,That was unbelievable!,Monica,surprise,432,1,208,12,5,10,"0:16:11,887","0:16:13,306"
2506,That was unbelievable!,Monica,surprise,433,0,208,12,5,10,"0:16:11,887","0:16:13,306"
2507,"Yeah, wow, sorry Rach.",Joey,sadness,433,1,208,14,5,10,"0:16:14,723","0:16:16,350"
2508,I found the picture!,Richard,anger,434,0,210,0,7,23,"00:18:11,006","00:18:12,799"
2509,What picture?!,Joey,surprise,434,1,210,1,7,23,"00:18:13,342","00:18:15,426"
2510,The picture of my wife! In your pack!,Richard,anger,434,2,210,2,7,23,"00:18:16,553","00:18:19,597"
2511,You went through my personal property?,Joey,anger,434,3,210,3,7,23,"00:18:20,265","00:18:22,934"
2512,Why do have a picture of Paulette in your pack?!,Richard,anger,434,4,210,4,7,23,"00:18:24,311","00:18:27,814"
2513,"Because Vincent, we were lovers.  For two years!",Joey,anger,434,5,210,5,7,23,"00:18:31,068","00:18:37,532"
2516,"Because Vincent, we were lovers.  For two years!",Joey,anger,435,0,210,5,7,23,"00:18:31,068","00:18:37,532"
2525,You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,Mrs. Geller,disgust,438,2,211,6,7,2,"00:09:44,166","00:09:48,503"
2532,You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,Mrs. Geller,disgust,440,1,211,6,7,2,"00:09:44,166","00:09:48,503"
2534,"Well, at least you’re not hearing it for the first time at your fifth grade Halloween party.",Monica,disgust,441,1,211,8,7,2,"00:09:54,343","00:09:57,220"
2536,What?,Monica,surprise,441,3,211,11,7,2,"0:10:12,278","0:10:13,154"
2537,"Well, at least you’re not hearing it for the first time at your fifth grade Halloween party.",Monica,disgust,442,0,211,8,7,2,"00:09:54,343","00:09:57,220"
2538,What?! They wanted a scary story!,Mr. Geller,surprise,442,1,211,9,7,2,"00:09:57,471","00:09:59,097"
2540,What?,Monica,surprise,442,3,211,11,7,2,"0:10:12,278","0:10:13,154"
2541,What happened? You still have the Monica wedding fund don’t you?,Monica,surprise,442,4,211,13,7,2,"00:10:15,197","00:10:17,699"
2544,What?,Monica,surprise,443,1,211,11,7,2,"0:10:12,278","0:10:13,154"
2545,"You tell her Jack, I can’t do it.",Mrs. Geller,fear,443,2,211,12,7,2,"0:10:13,154","0:10:14,981"
2546,What happened? You still have the Monica wedding fund don’t you?,Monica,surprise,443,3,211,13,7,2,"00:10:15,197","00:10:17,699"
2550,Okay.  Ow!!!!! Ow-oh-oh!,Monica,surprise,444,3,212,3,3,16,"00:07:38,207","00:07:43,044"
2551,Was it not pain-free?,Phoebe,surprise,444,4,212,4,3,16,"00:07:41,544","00:07:43,044"
2552,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",Monica,disgust,444,5,212,5,3,16,"00:07:44,380","00:07:50,010"
